id,code,name,info,location_address,location_number,location_city,location_localita,location_province,location_destination,location_cap,location_lat,location_lng,contacts_telephone,contacts_email,contacts_website,created_at,updated_at
35564,aree_archeo,"Museo Archeologico Romano",,"Via F. Cavallotti",37,Brescello,,"Reggio nell'Emilia",Emilia,,44.90102,10.51423,"+ 39 0522 482564",ufficioturismo@comune.brescello.re.it,https://www.visitbrescello.it/museo-archeologico/,"2022-11-24 17:32:30","2023-02-10 11:36:43"
35565,aree_archeo,"Museo Nazionale ?Naborre Campanini?",,"Via Castello",8,Canossa,,"Reggio nell'Emilia",Emilia,,44.57593,10.45594,"+ 39 366 2287340",info@castellodicanossa.it,http://www.castellodicanossa.it,"2022-11-24 17:32:30","2023-02-13 12:03:01"
35566,aree_archeo,"Museo Civico ""Il Correggio""",,"Corso Cavour",7,Correggio,,"Reggio nell'Emilia",Emilia,,44.77032,10.77977,"+ 39 331 4006441",museo@comune.correggio.re.it,https://www.museoilcorreggio.org,"2022-11-24 17:32:30","2023-02-10 11:35:39"
35567,aree_archeo,"Museo Civico di Modena",,"Largo Porta S. Agostino",337,Modena,,Modena,Bologna-Modena,,44.6478029,10.9214049,"+ 39 059 2033101",museocivico@comune.modena.it,https://www.museocivicomodena.it/en,"2022-11-24 17:32:30","2023-02-09 16:13:58"
35568,aree_archeo,"Museo Lapidario Estense",,"Largo Porta S. Agostino",337,Modena,,Modena,Bologna-Modena,,44.6478029,10.9214049,"+ 39 059 4395711",ga-esten@cultura.gov.it,https://gallerie-estensi.beniculturali.it/en/museo-lapidario-estense/,"2022-11-24 17:32:30","2023-02-09 16:14:33"
35569,aree_archeo,"Parco Archeologico Novi Ark",,"Parco Novi Sad",,Modena,,Modena,Bologna-Modena,,44.6522241,10.9226715,"+ 39 059 2033100",https://www.visitmodena.it/en/discover-modena/art-and-culture/museums-archives-and-libraries/modena/novi-ark-archaeological-park,"2022-11-24 17:32:30","2023-02-09 16:15:15"
35570,aree_archeo,"Musei di Palazzo dei Pio",,"Piazza dei Martiri",68,Carpi,,Modena,Bologna-Modena,,44.7829509,10.8856422,"+ 39 059 649955",musei@comune.carpi.mo.it,https://www.visitmodena.it/en/discover-modena/art-and-culture/museums-archives-and-libraries/museums-in-the-area/palazzo-dei-pio-museums,"2022-11-24 17:32:30","2023-02-09 16:16:02"
35571,aree_archeo,"Museo Civico Archeologico di Castelfranco Emilia",,"Corso Martiri",204,"Castelfranco Emilia",,Modena,Bologna-Modena,,44.5949295,11.0528385,"+ 39 059 959367",museo@comune.castelfranco-emilia.mo.it,https://www.visitmodena.it/en/discover-modena/art-and-culture/museums-archives-and-libraries/museums-in-the-area/archaeological-museum-of-castelfranco-emilia,"2022-11-24 17:32:30","2023-02-09 16:19:02"
35572,aree_archeo,"Museo del Castello di Formigine",,"Piazza Calcagnini",1,Formigine,,Modena,Bologna-Modena,,44.5727786,10.84784,"+ 39 059 416145",castello@comune.formigine.mo.it,https://www.visitmodena.it/en/discover-modena/art-and-culture/museums-archives-and-libraries/museums-in-the-area/museum-of-the-castle,"2022-11-24 17:32:31","2023-02-09 16:20:22"
35573,aree_archeo,"Parco Archeologico e Museo della Terramara di Montale",,"Via Vandelli",,"Castelnuovo Rangone",,Modena,Bologna-Modena,,44.5556225,10.9028398,"+ 39 059/532020",museo@parcomontale.it,https://www.visitmodena.it/en/discover-modena/art-and-culture/museums-archives-and-libraries/museums-in-the-area/archeological-park-and-openair-museum-of-terramara-in-montale,"2022-11-24 17:32:31","2023-02-09 16:21:40"
35574,aree_archeo,"Antiquarium Museo Archeologico - Museo di Nonantola",,"Via del Macello",,Nonantola,,Modena,Bologna-Modena,,44.6767978,11.0441073,"+ 39 059 896656",museo@comune.nonantola.mo.it,https://www.visitmodena.it/en/discover-modena/art-and-culture/museums-archives-and-libraries/museums-in-the-area/nonantola-museum,"2022-11-24 17:32:31","2023-02-09 16:17:23"
35575,aree_archeo,"Museo della Venere e dell'Elefante",,"Via Doccia",72,"Savignano sul Panaro",,Modena,Bologna-Modena,,44.4798262,11.0333264,"+ 39 059 731439",info@comune.savignano-sul-panaro.mo.it,https://www.visitmodena.it/en/discover-modena/art-and-culture/museums-archives-and-libraries/museums-in-the-area/museum-of-the-venus-and-of-elephant,"2022-11-24 17:32:31","2023-02-09 16:13:19"
35576,aree_archeo,"Antiquarium Museo Archeologico",,"Corso Umberto I",,Spilamberto,,Modena,Bologna-Modena,,44.5332816,11.023753,"+ 39 059 789966",info@museoarcheologicospilamberto.it,https://www.museoarcheologicospilamberto.it/,"2022-11-24 17:32:31","2023-02-09 16:12:13"
35577,aree_archeo,"Museo Civico Archeologico",,"Via dell'Archiginnasio",2,Bologna,,Bologna,Bologna-Modena,40121,44.4928667,11.3436596,"+39 051 2757211",mca@comune.bologna.it,http://www.museibologna.it/archeologico,"2022-11-24 17:32:31","2022-11-24 17:32:31"
35578,aree_archeo,"Scavi archeologici di Salaborsa",,"Piazza del Nettuno",3,Bologna,,Bologna,Bologna-Modena,40124,44.49463,11.34239,"+39 051 219 4400",bibliotecasalaborsa@comune.bologna.it,https://www.bibliotecasalaborsa.it/documenti/gli_scavi_archeologici_di_salaborsa,"2022-11-24 17:32:31","2022-11-24 17:32:31"
35579,aree_archeo,"L?antica città di Kainua e il Museo Nazionale etrusco ?Pompeo Aria?",,"Via Porrettana sud",13,Marzabotto,,Bologna,Bologna-Modena,,44.34061,11.20383,"+ 39 051 932353 - 051 932353",drm-ero.museonazionaletrusco@cultura.gov.it,https://musei.emiliaromagna.beniculturali.it/musei/museo-nazionale-etrusco-pompeo-aria-e-area-archeologica-di-kainua,"2022-11-24 17:32:31","2023-02-03 17:46:34"
35580,aree_archeo,"Museo Civico Archeologico ?Luigi Fantini?",,"Via del Museo",2,Monterenzio,,Bologna,Bologna-Modena,,44.32748,11.4041,"+ 39 329 1949532",info@montebibele.eu,https://montebibele.eu/museo-archeologico-luigi-fantini/,"2022-11-24 17:32:31","2023-02-03 17:47:33"
35581,aree_archeo,"Museo Archeologico Ambientale",,"Via Emilia",87,"Anzola nell'Emilia",,Bologna,Bologna-Modena,,44.54581,11.19411,"+ 39 051 6871757",segreteria@agenter.it,https://www.museoarcheologicoambientale.it/default.asp?iID=KGKDH,"2022-11-24 17:32:31","2023-02-13 10:18:43"
35583,aree_archeo,"Museo della Città Romana di Claterna",,"Piazzale Salvador Allende",18,"Ozzano nell'Emilia",,Bologna,Bologna-Modena,,44.44193,11.47552,"+ 39  051 791315",museo@comune.ozzano.bo.it,https://www.museoclaterna.it/,"2022-11-24 17:32:31","2023-02-13 10:19:32"
35584,aree_archeo,"Muv ? Museo e centro di documentazione della Civiltà Villanoviana",,"Via Tosarelli",191,Castenaso,,Bologna,Bologna-Modena,40055,44.49749,11.42776,"+39 051 780021",muv@comune.castenaso.bo.it,https://www.comune.castenaso.bo.it/it-it/vivere-il-comune/cosa-vedere/muv-museo-e-centro-di-documentazione-della-civilta-villanoviana-46501-1-8acc7def69fdfa114037dda5c8849ba0,"2022-11-24 17:32:31","2022-11-24 17:32:31"
35585,aree_archeo,"Museo della Preistoria ?Luigi Donini?",,"Via F.lli Canova",49,"San Lazzaro di Savena",,Bologna,Bologna-Modena,40068,44.46972,11.40046,"+39 051 465132",museodonini@comune.sanlazzaro.bo.it,http://www.museodellapreistoria.it/,"2022-11-24 17:32:31","2022-11-24 17:32:31"
35586,aree_archeo,"Museo Archeologico Ambientale",,"Corso Italia",163,"San Giovanni in Persiceto",,Bologna,Bologna-Modena,,44.64036,11.18889,"+ 39 051 6871757",segreteria@agenter.it,http://www.museoarcheologicoambientale.it/default.asp?iId=JMMGD,"2022-11-24 17:32:31","2023-02-13 10:19:58"
35587,aree_archeo,"Museo Archeologico Ambientale",,"via Terragli a Ponente",,"Sant'Agata Bolognese",,Bologna,Bologna-Modena,,44.66402,11.13252,"+ 39 051 6871757",segreteria@agenter.it,https://www.museoarcheologicoambientale.it/default.asp?iID=KDKDK,"2022-11-24 17:32:31","2023-02-13 10:20:53"
35588,aree_archeo,"Museo Civico Archeologico e Paleoambientale ?Elsa Silvestri?",,"Via Mentana",32,Budrio,,Bologna,Bologna-Modena,,44.53798,11.53682,"+ 39  051 6928279",cultura@comune.budrio.bo.it,https://www.comune.budrio.bo.it/it-it/vivere-il-comune/cosa-vedere/museo-civico-archeologico-e-paleoambientale-elsa-silvestri-47174-1-300db7ebbcab305f91705496f6571e54,"2022-11-24 17:32:32","2023-02-13 10:21:26"
35589,aree_archeo,"Museo San Domenico",,"Via Sacchi",4,Imola,,Bologna,Bologna-Modena,,44.75282,11.19406,"+39 0542 602609",musei@comune.imola.bo.it,https://imolamusei.it/museo-san-domenico/,"2022-11-24 17:32:32","2024-03-05 15:11:34"
35590,aree_archeo,"Museo Archeologico Nazionale di Ferrara",,"Via XX Settembre",122,Ferrara,,Ferrara,Romagna,,44.82722,11.62714,"+ 39 0532 66299",drm-ero.archeologico-fe@cultura.gov.it,http://www.archeoferrara.beniculturali.it,"2022-11-24 17:32:32","2023-02-13 10:21:45"
35591,aree_archeo,"Museo Civico Lapidario",,"Via Campo Sabbionario",1,Ferrara,,Ferrara,Romagna,44121,44.83012,11.62982,"+39 0532 244949",arteantica@comune.fe.it,https://www.artecultura.fe.it/242/lapidario-civico,"2022-11-24 17:32:32","2022-11-24 17:32:32"
35592,aree_archeo,"Museo Delta Antico",,"Via Agatopisto",2,Comacchio,,Ferrara,Romagna,44022,44.69316,12.18169,"+39 0533 311316",info@museodeltaantico.com,https://www.museodeltaantico.com,"2022-11-24 17:32:32","2022-11-24 17:32:32"
35593,aree_archeo,"Museo Civico di Belriguardo | Delizia di Belriguardo",,"Via Provinciale",274/a,Voghiera,,Ferrara,Romagna,44019,44.75319,11.75592,"+39 0532 328500",scuola@comune.voghiera.fe.it,https://www.ferraraterraeacqua.it/it/voghiera/scopri-il-territorio/arte-e-cultura/musei-gallerie/museo-civico-di-belriguardo,"2022-11-24 17:32:32","2022-11-24 17:32:32"
35594,aree_archeo,"Museo Archeologico: il sepolcreto dei Fadieni | Delizia del Verginese",,"Via Verginese",56,Portomaggiore,,Ferrara,Romagna,44015,44.7412409,11.8155408,"+ 39 335 236673",verginese@atlantide.net,https://www.ferraraterraeacqua.it/it/portomaggiore/scopri-il-territorio/arte-e-cultura/musei-gallerie/museo-archeologico-il-sepolcreto-dei-fadieni,"2022-11-24 17:32:32","2022-11-24 17:32:32"
35595,aree_archeo,"Necropoli romana di Voghenza",,"Via Dante Alighieri",8,Voghiera,,Ferrara,Romagna,44019,44.76591,11.7521,"+39 0532 328511",https://www.ferraraterraeacqua.it/it/voghiera/scopri-il-territorio/arte-e-cultura/siti-archeologici/necropoli-romana-di-voghenza,"2022-11-24 17:32:32","2022-11-24 17:32:32"
35596,aree_archeo,"Museo Civico Archeologico ?G. Ferraresi?",,"Via A. Gramsci",301,Bondeno,,Ferrara,Romagna,44012,44.94804,11.42265,"+39 0532 899293",casariosto@comune.bondeno.fe.it,https://www.ferraraterraeacqua.it/it/bondeno/scopri-il-territorio/arte-e-cultura/musei-gallerie/museo-civico-archeologico-g.-ferraresi,"2022-11-24 17:32:32","2022-11-24 17:32:32"
35597,aree_archeo,"Museo del Territorio",,"Strada del Mezzano",14,Ostellato,,Ferrara,Romagna,44020,44.74203,11.94206,"+39 0533 681368",museodelterritoriodiostellato@gmail.com,https://www.ferraraterraeacqua.it/it/ostellato/scopri-il-territorio/arte-e-cultura/musei-gallerie/museo-del-territorio,"2022-11-24 17:32:32","2022-11-24 17:32:32"
35598,aree_archeo,"Domus dei Tappeti di Pietra",,"Via Gian Battista Barbiani",,Ravenna,,Ravenna,Romagna,,44.41892,12.19484,"+39 0544 32512",prenotazioni@ravennantica.org,https://www.domusdeitappetidipietra.it,"2022-11-24 17:32:32","2023-02-09 17:35:49"
35599,aree_archeo,"Museo Nazionale di Ravenna",,"Via San Vitale",17,Ravenna,,Ravenna,Romagna,,44.42023,12.19585,"+39 320 9539916",prenotazioni@ravennantica.org,https://www.musei.emiliaromagna.beniculturali.it/musei/museo-nazionale-di-ravenna,"2022-11-24 17:32:32","2023-02-09 17:38:26"
35600,aree_archeo,"Palazzo di Teodorico (cosiddetto)",,"Via di Roma, angolo via Alberoni",,Ravenna,,Ravenna,Romagna,,44.41612,12.20245,"+39 320 9539916",prenotazioni@ravennantica.org,https://www.musei.emiliaromagna.beniculturali.it/musei/palazzo-di-teodorico,"2022-11-24 17:32:32","2024-03-25 14:02:39"
35601,aree_archeo,"Museo TAMO - Tutta l'Avventura del Mosaico",,"Via Nicolò Rondinelli",2,Ravenna,,Ravenna,Romagna,,44.4137778,12.1999781,"+39 320 9539916",prenotazioni@ravennantica.org,https://www.tamoravenna.it,"2022-11-24 17:32:32","2024-03-25 14:01:23"
35602,aree_archeo,"Museo Arcivescovile",,"Piazza Arcivescovado",1,Ravenna,,Ravenna,Romagna,,44.4152271,12.1976372,"+39 0544 541688",info@ravennamosaici.it,https://www.ravennamosaici.it/musei/museo-arcivescovile/,"2022-11-24 17:32:32","2023-02-09 17:37:01"
35603,aree_archeo,"Parco Archeologico di Classe",,"Via Marabina",7,Ravenna,,Ravenna,Romagna,,44.39551,12.21715,"+39 320 9539916",prenotazioni@ravennantica.org,https://www.parcoarcheologicodiclasse.it,"2022-11-24 17:32:32","2023-02-09 17:36:40"
35604,aree_archeo,"Classis Ravenna - Museo della Città e del Territorio",,"Via Classense",29,Ravenna,,Ravenna,Romagna,,44.3811485,12.2365199,"+39 0544 473717",prenotazioni@ravennantica.org,https://classisravenna.it,"2022-11-24 17:32:33","2024-03-25 14:03:14"
35605,aree_archeo,"Villa Romana di Russi",,"Via Fiumazzo",17,Russi,,Ravenna,Romagna,,44.38244,12.03196,"+ 39 0544 581357",drm-ero.russi@cultura.gov.it,http://www.archeobologna.beniculturali.it/russi/note_en.htm,"2022-11-24 17:32:33","2022-11-24 17:32:33"
35606,aree_archeo,"Museo del Castello",,"Piazza IV novembre",3,"Bagnara di Romagna",,Ravenna,Romagna,,44.38836,11.82562,"+ 39 0545 905540",museodelcastello@comune.bagnaradiromagna.ra.it,http://www.bagnaraturismoalcastello.it/,"2022-11-24 17:32:33","2023-02-09 17:49:41"
35607,aree_archeo,"MAF ? Museo archeologico di Forlimpopoli ?Tobia Aldini""",,"Piazza Fratti",5,Forlimpopoli,,Forlì-Cesena,Romagna,,44.18709,12.12669,"+ 39 337 118 0314",turismo@comune.forlimpopoli.fc.it,https://www.maforlimpopoli.it,"2022-11-24 17:32:33","2024-02-29 16:11:10"
35608,aree_archeo,"Museo Civico Mons. Domenico Mambrini",,"Via Borgo Pianetto",17,Galeata,,Forlì-Cesena,Romagna,,43.98518,11.90566,"+ 39 0543  981854",museomambrini@libero.it,https://www.museocivicomambrini.it,"2022-11-24 17:32:33","2024-02-29 16:11:32"
35609,aree_archeo,"Museo Archeologico Nazionale di Sarsina",,"Via Cesio Sabino",38,Sarsina,,Forlì-Cesena,Romagna,,43.91954,12.14373,"+ 39 0547 94641",drm-ero.muarchsarsina@cultura.gov.it,https://www.musei.emiliaromagna.beniculturali.it/musei/museo-archeologico-nazionale-di-sarsina,"2022-11-24 17:32:33","2023-02-13 11:22:42"
35610,aree_archeo,"Museo Archeologico di Cesena",,"Via Montalti",6,Cesena,,Forlì-Cesena,Romagna,47521,44.13956,12.2439,"+39 0547 355727",franciosi_a@comune.cesena.fc.it,http://www.beniculturali.it/mibac/opencms/MiBAC/sito-MiBAC/Luogo/MibacUnif/Luoghi-della-Cultura/visualizza_asset.html?id=154122&pagename=57,"2022-11-24 17:32:33","2022-11-24 17:32:33"
35611,aree_archeo,"Museo della Marineria",,"Via Armellini",18,Cesenatico,,Forlì-Cesena,Romagna,,44.19871,12.39415,"+39 0547 79205",infomusei@comune.cesenatico.fc.it,https://museomarineria.it/,"2022-11-24 17:32:33","2024-04-02 09:55:43"
35612,aree_archeo,"Museo Renzi San Giovanni in Galilea",,"Via Matteotti",27,Borghi,,Forlì-Cesena,Romagna,47030,43.99969,12.35049,"+39 0541 939028",museorenzi@libero.it,https://www.museorenzi.it/it/,"2022-11-24 17:32:33","2022-11-24 17:32:33"
35613,aree_archeo,"Museo Archeologico del Compito",,"Via San Giovanni",7,"Savignano sul Rubicone",,Forlì-Cesena,Romagna,47039,44.09156,12.3714,"+ 39 335 6286338",info@museodelcompito.it,https://www.museodelcompito.it,"2022-11-24 17:32:33","2022-11-24 17:32:33"
35614,aree_archeo,"Museo Archeologico di S. Maria in Castello",,,,Tredozio,,Forlì-Cesena,Romagna,,44.06909,11.78073,"+39 0546 943937",https://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=6917,"2022-11-24 17:32:33","2024-02-29 16:11:46"
35615,aree_archeo,"Arco d?Augusto",,"Corso d'Augusto",,Rimini,,Rimini,Romagna,,44.05693,12.56892,"+ 39 0541 793851",musei@comune.rimini.it,https://www.riminiturismo.it/visitatori/scopri-il-territorio/arte-e-cultura/archi-e-porte/arco-daugusto,"2022-11-24 17:32:33","2023-01-19 16:48:27"
35616,aree_archeo,"Ponte di Tiberio",,"Ponte di Tiberio",1,Rimini,,Rimini,Romagna,,44.06387,12.56089,"+39 0541 793851",musei@comune.rimini.it,https://www.riminiturismo.it/visitatori/scopri-il-territorio/arte-e-cultura/fontane/ponte-di-tiberio,"2022-11-24 17:32:33","2023-01-19 16:50:14"
35617,aree_archeo,"Anfiteatro Romano",,"Via Roma",86,Rimini,,Rimini,Romagna,,44.06021,12.57309,"+39 0541 793851",musei@comune.rimini.it,https://www.riminiturismo.it/visitatori/scopri-il-territorio/arte-e-cultura/siti-archeologici/anfiteatro-romano,"2022-11-24 17:32:33","2023-01-19 16:46:11"
35618,aree_archeo,"Domus del Chirurgo",,"Piazza Luigi Ferrari",,Rimini,,Rimini,Romagna,,44.06233,12.56548,"+39 0541 793851",musei@comune.rimini.it,http://www.museicomunalirimini.it/it/musei/sito-archeologico-piazza-ferrari-domus-del-chirugo,"2022-11-24 17:32:33","2024-03-19 10:33:01"
35619,aree_archeo,"Museo della Città a Rimini",,"Via L. Tonini",1,Rimini,,Rimini,Romagna,,44.06251,12.56702,"+39 0541 793851",musei@comune.rimini.it,https://www.museicomunalirimini.it,"2022-11-24 17:32:33","2024-03-19 10:33:27"
35620,aree_archeo,"Visitor Center di ?ARimini - Caput Viarum?",,"Corso d?Augusto",235,Rimini,,Rimini,Romagna,,44.06253,12.5649,"+ 39 0541.53399",ariminum@visitrimini.com,https://riminiturismo.it/en/what-see/visitor-center,"2022-11-24 17:32:33","2024-03-19 10:33:45"
35621,aree_archeo,"Museo Civico Archeologico Villanoviano",,"Via Sant'Agostino",14,Verucchio,,Rimini,Romagna,,43.98435,12.42011,"+ 39 0541 670280",archeologicoverucchio@atlantide.net,https://www.museoarcheologicoverucchio.it/,"2022-11-24 17:32:34","2023-02-23 17:05:32"
35622,aree_archeo,"Musas - Museo storico archeologico",,"Via della Costa",26,Santarcangelo,,Rimini,Romagna,47822,44.064464,12.4435437,"+ 39 0541 624703",f.foschi@focusantarcangelo.it,https://focusantarcangelo.it/musas,"2022-11-24 17:32:34","2022-11-24 17:32:34"
35623,aree_archeo,"Museo del Territorio ?L.Ghirotti? di Riccione",,"Via Lazio",10,Riccione,,Rimini,Romagna,47838,43.99462,12.65282,"+39 0541 600113",museo@comune.riccione.rn.it,https://www.comune.riccione.rn.it/museodelterritorio,"2022-11-24 17:32:34","2022-11-24 17:32:34"
35624,aree_archeo,"Museo della Regina",,"Via Pascoli",23,Cattolica,,Rimini,Romagna,47841,43.96369,12.74096,"+39 0541 966577",museo@cattolica.net,http://www.cattolica.net/retecivica-citta-di-cattolica/servizi-del-comune/museo-e-gallerie/il-museo-della-regina,"2022-11-24 17:32:34","2022-11-24 17:32:34"
35625,aree_archeo,"Casa Museo Archeologico",,"Via Roma",16/a,Casteldelci,,Rimini,Romagna,,43.79113,12.1551,"+ 39 0541 915423",uit@comune.casteldelci.rn.it,http://www.comune.casteldelci.rn.it/vivi-casteldelci/vivi-casteldelci/casa-museo,"2022-11-24 17:32:34","2023-02-23 17:05:59"
35626,aree_archeo,"Antiquarium Malatestiano - CHIUSO PER RISTRUTTURAZIONE",,"Via Malatesta",,Coriano,,Rimini,Romagna,47853,43.964484289931,12.599317695707,"+ 39 0541 657113",biblioteca@comune.coriano.rn.it,https://cultura.gov.it/luogo/antiquarium-malatestiano,"2022-11-24 17:32:34","2022-11-24 17:32:34"
35627,aree_archeo,"Museo Paleontologico",,"Piazza Maggiore",1,Mondaino,,Rimini,Romagna,,43.85564,12.67157,"+ 39 366 2078470",https://www.mondaino.com/c099006/zf/index.php/servizi-aggiuntivi/index/index/idtesto/89,"2022-11-24 17:32:34","2023-02-23 17:06:20"
35942,aree_archeo,"Villaggio Neolitico di Travo: Museo Archeologico",,"Piazzetta Trieste",16,Travo,,Piacenza,Emilia,,44.8464222,9.5128681,"+39 340 1939057","info@ parcoarcheologico ditravo.it",https://parcoarcheologicoditravo.it/,"2022-11-24 17:32:51","2024-03-11 10:27:23"
35943,aree_archeo,"Ponte romano Spazio Aemilia 187 a. C.",,"Sottopassaggio Ponte Romano Viale Giovanni Mariotti",,Parma,,Parma,Emilia,43121,44.8022644,10.3240884,"+39 0521 034006",https://www.parmawelcome.it/it/scheda/scopri-la-citta/cosa-vedere/palazzi-monumenti/ponte-romano-spazio-aemilia-187-a-c/,"2022-11-24 17:32:51","2022-11-24 17:32:51"
35945,aree_archeo,"Sito archeologico Spazio Credem",,"Via Emilia San Pietro",2/D,"Reggio Emilia",,"Reggio Emilia",,42121,44.6987909,10.6315568,"+39 0522 583570",https://www.credem.it/content/credem/it/spazio-credem.html,"2022-11-24 17:32:51","2022-11-24 17:32:51"
35946,aree_archeo,"Museo Diocesano",,"Via Vittorio Veneto",6,"Reggio Emilia",,"Reggio Emilia",,42121,44.6980587,10.6317055,"+ 39 340 2821541",info@cittadireggio.it,https://www.diocesi.re.it/visita-la-diocesi/museo-diocesano-reggio-emilia/,"2022-11-24 17:32:51","2022-11-24 17:32:51"
35947,aree_archeo,"Noi. Museo della Storia e della Memoria di Bellaria Igea Marina",,"Via Ferrarin",30,"Bellaria Igea Marina",,Rimini,,47814,44.14293,12.46544,"+39 051 27 15 33",chiara.iemmi@lemacchinecelibi.coop,https://www.comune.bellaria-igea-marina.rn.it/cultura/cms/page/noimuseo-noimuseo/,"2022-11-24 17:32:51","2022-11-24 17:32:51"
37871,aree_archeo,"Museo della Vasca votiva di Noceto",,"Via Ignazio Silone",1,Noceto,,Parma,Emilia,,44.8092661,10.1831894,"+39 0524 507205",info@vascavotivadinoceto.it,http://www.vascavotivadinoceto.it/,"2023-01-18 15:38:05","2024-02-27 16:31:09"
37894,aree_archeo,"Luceria - area archeologica",,"Via Luceria",,Canossa,,"Reggio nell'Emilia",Emilia,,44.6079603,10.412102,info@archeovea.it,"2023-01-20 09:35:45","2023-01-20 09:35:45"
38018,aree_archeo,"Torre Medievale e Area archeologica di Fidenza",,"Piazza Grandi",,Fidenza,,Parma,Emilia,,44.8673661,10.0576913,"2023-01-26 15:57:24","2023-01-26 15:57:24"
38513,aree_archeo,"Pieve di Santa Maria in Padovetere",,,,,,,,,,,"2023-02-13 09:20:38","2023-02-13 09:20:38"
42782,aree_archeo,"Sito archeologico di Fiumana",,Scopeto,,Predappio,,Forlì-Cesena,Romagna,,44.1455683,11.9878061,"+ 39 0543 921766","2024-02-19 10:46:13","2024-02-19 10:46:13"
42783,aree_archeo,"Sito Ca' Belvedere di Monte Poggiolo",,Ciola,,"Castrocaro Terme e Terra del Sole",,Forlì-Cesena,Romagna,,44.2008966,11.9562975,"+ 39 0543 769631","2024-02-19 11:32:11","2024-02-19 11:32:11"
42786,aree_archeo,"Parco archeologico di Mevaniola e della Villa di Teodorico",,Pantano,,Galeata,,Forlì-Cesena,Romagna,,44.0030796,11.9116516,"+ 39 0543 975428","2024-02-19 13:16:17","2024-02-19 13:16:17"
