id,code,name,info,location_address,location_number,location_city,location_localita,location_province,location_destination,location_cap,location_lat,location_lng,contacts_telephone,contacts_website,created_at,updated_at
35773,aree_sosta_camper,"Area di sosta camper ",,"Via Coltaro ",,Sissa,,Parma,Emilia,43018,44.966297,10.320086,"+39 ",https://www.incampercongusto.it/area-sosta-camper-sissa/,"2022-11-24 17:32:42","2022-11-24 17:32:42"
35774,aree_sosta_camper,"Area sosta camper ",,"Via Giuseppe di Vittorio",7/a,"Sala Baganza",,Parma,Emilia,43038,44.71072,10.2322466,"+39 ",https://www.incampercongusto.it/area-sosta-camper-sala-baganza/,"2022-11-24 17:32:42","2023-01-30 14:50:13"
35775,aree_sosta_camper,"Area sosta camper Laghetti di San Cipriano",,"Strada Stagno 14B ",,Roccabianca,,Parma,Emilia,43010,45.01155,10.22529,"+39 ",https://www.incampercongusto.it/area-sosta-camper-laghetti-san-cipriano-roccabianca/,"2022-11-24 17:32:42","2022-11-24 17:32:42"
35776,aree_sosta_camper,"Area sosta camper ",,"Piazzale Europa ",,Traversetolo,,Parma,Emilia,43029,44.6392232,10.3817554,"+39 ",https://www.incampercongusto.it/area-sosta-camper-traversetolo/,"2022-11-24 17:32:42","2023-02-01 10:40:55"
35777,aree_sosta_camper,"Area di sosta camper",,"Via Raffaello ",,"San Secondo Parmense",,Parma,Emilia,43017,44.9211762,10.224739,"+39 ",https://www.incampercongusto.it/area-di-sosta-camper-di-san-secondo-parmense/,"2022-11-24 17:32:42","2022-11-24 17:32:42"
35778,aree_sosta_camper,"Area camper service ",,"Via Bruno Buozzi ",,Sorbolo,,Parma,Emilia,43058,44.8493298,10.4523726,"+39 ",https://www.incampercongusto.it/area-camper-service-sorbolo/,"2022-11-24 17:32:42","2022-11-24 17:32:42"
35779,aree_sosta_camper,"Area sosta camper ",,"Piazzale Stazione ",,"Salsomaggiore Terme",,Parma,Emilia,43039,44.8184395,9.9874271,"+39 ",https://www.incampercongusto.it/area-sosta-camper-a-salsomaggiore-terme/,"2022-11-24 17:32:42","2023-01-27 09:27:35"
35780,aree_sosta_camper,"Area di sosta camper Parco del Monte Fuso",,"Strada Monte Fuso",25,"Neviano degli Arduini",,Parma,Emilia,43024,44.4959835,10.2879015,"+39 ",https://www.incampercongusto.it/area-sosta-camper-scurano-monte-fuso/,"2022-11-24 17:32:42","2023-01-28 17:47:42"
35781,aree_sosta_camper,"Area sosta camper ",,"Loc. Ca?di Bardone ",,Terenzo,,Parma,Emilia,43040,44.6239014,10.1015297,"+39 ",https://www.incampercongusto.it/area-sosta-camper-di-bardone/,"2022-11-24 17:32:42","2023-01-28 16:40:18"
35782,aree_sosta_camper,"Area camper ",,"Strada A. Grandi ",,Torrile,,Parma,Emilia,43056,44.8875712,10.3629232,"+39 ",https://www.incampercongusto.it/area-camper-a-san-polo-di-torrile/,"2022-11-24 17:32:42","2022-11-24 17:32:42"
35783,aree_sosta_camper,"Area sosta camper ",,"Via Enrico Berlinguer",,Langhirano,,Parma,Emilia,43013,44.6241802,10.2752578,"+39 ",https://www.incampercongusto.it/area-sosta-camper-langhirano/,"2022-11-24 17:32:42","2022-11-24 17:32:42"
35784,aree_sosta_camper,"Sosta Camper",,"Villa Del Fulcino, Via B. Buozzi",,Torrile,,Parma,Emilia,43056,44.8987124,10.3629935,"+39 ",https://www.incampercongusto.it/sosta-camper-villa-del-fulcino/,"2022-11-24 17:32:42","2022-11-24 17:32:42"
35785,aree_sosta_camper,"Area camper ",,"Via Spezia, 3",,Collecchio,,Parma,Emilia,43044,44.7525467,10.2191325,"+39 ",https://www.incampercongusto.it/area-camper-di-collecchio/,"2022-11-24 17:32:42","2022-11-24 17:32:42"
35786,aree_sosta_camper,"Area sosta camper ",,"Via Carlo Verdi ",,Busseto,,Parma,Emilia,43011,44.9533319,10.0731406,"+39 ","https://www.incampercongusto.it/area-sosta-camper-a-roncole-verdi/ http://www.bussetolive.com/it/ambiente-natura/camper/","2022-11-24 17:32:42","2023-01-28 16:29:45"
35790,aree_sosta_camper,"Area Sosta Camper ",,"Via Santa Lucia ",1,Ventasso,,"Reggio Emilia",Emilia,42032,44.3883048,10.3323203,"+39 ",http://www.appenninoreggiano.it/schede_intro.asp?lang=it&a=ospitalita&f=dove-dormire&s=aree-di-sosta-camper&page=11,"2022-11-24 17:32:43","2022-11-24 17:32:43"
35791,aree_sosta_camper,"Area Sosta Camper ",,"Piazzale Volontari del Po",,Brescello,,"Reggio nell'Emilia",Emilia,,44.8987694,10.5180777,"+39 ",https://www.incampercongusto.it/area-sosta-camper-brescello/,"2022-11-24 17:32:43","2022-12-20 14:51:18"
35792,aree_sosta_camper,"Area Sosta Camper",,"Via Don Reverberi",17,Castellarano,,"Reggio nell'Emilia",Emilia,,44.5083202,10.7327702,"+39 ",https://www.incampercongusto.it/area-sosta-camper-castellarano/,"2022-11-24 17:32:43","2022-12-20 14:49:07"
35793,aree_sosta_camper,"Area Camper ",,"Via Giacomo Brodolini",1,Cavriago,,"Reggio nell'Emilia",Emilia,,44.6831707,10.5301798,"+39 ",https://www.incampercongusto.it/area-camper-cavriago/,"2022-11-24 17:32:43","2022-12-20 14:46:17"
35794,aree_sosta_camper,"Area Sosta Camper ",,"Via XXV Aprile",13,"Vezzano sul Crostolo",,"Reggio nell'Emilia",Emilia,,44.5845026,10.5312535,"+ 39 0522 602032",https://www.incampercongusto.it/area-sosta-camper-vezzano-sul-crostolo/,"2022-11-24 17:32:43","2022-12-20 14:43:07"
35795,aree_sosta_camper,"Area sosta camper  ",,"Via Fratelli Manfredi",,"Reggio nell'Emilia",,"Reggio nell'Emilia",Emilia,,44.7098931,10.6246751,"+39 ",https://www.incampercongusto.it/area-sosta-camper-reggio-emilia-via-fratelli-manfredi/,"2022-11-24 17:32:43","2022-12-20 14:36:41"
35796,aree_sosta_camper,"Area Sosta Camper ",,"Via Monterampino",7,"Reggio nell'Emilia",,"Reggio nell'Emilia",Emilia,,44.6395222,10.6182754,"+ 39 0522 599342",agriturismo@larazza.it,https://www.larazza.it/servizi/area-sosta-camper/,"2022-11-24 17:32:43","2022-12-20 14:35:06"
35797,aree_sosta_camper,"Area attrezzata",,"Via Vigo",,Canossa,,"Reggio nell'Emilia",Emilia,,44.599854,10.415274,http://www.appenninoreggiano.it/schede_intro.asp?lang=it&a=ospitalita&f=dove-dormire&s=aree-di-sosta-camper&page=1,"2022-11-24 17:32:43","2022-11-24 17:32:43"
35798,aree_sosta_camper,"Area Sosta Camper",,"Loc. Canossa",,Canossa,,"Reggio nell'Emilia",Emilia,,44.5750669,10.4551132,"+39 ",http://www.appenninoreggiano.it/schede_intro.asp?lang=it&a=ospitalita&f=dove-dormire&s=aree-di-sosta-camper&page=1,"2022-11-24 17:32:43","2022-11-24 17:32:43"
35799,aree_sosta_camper,"Area Sosta Camper ",,"Via dei Partigiani ",,"Castelnovo ne Monti",,"Reggio Emilia",Emilia,42035,44.4292492,10.3978267,"+39 ",http://www.appenninoreggiano.it/schede_intro.asp?lang=it&a=ospitalita&f=dove-dormire&s=aree-di-sosta-camper&page=1,"2022-11-24 17:32:43","2022-11-24 17:32:43"
35800,aree_sosta_camper,"Camper service",,"Via Morandi",9,Bibbiano,,"Reggio nell'Emilia",Emilia,,44.6600635,10.4757046,https://www.reggioemiliawelcome.it/it/bibbiano/ospitalita/dove-dormire/aree-di-sosta-camper/camper-service-bibbiano/,"2022-11-24 17:32:43","2022-12-20 14:30:25"
35801,aree_sosta_camper,"Area Sosta Camper ",,"Piazza della Fiera",,Carpineti,,"Reggio Emilia",Emilia,42033,44.4550451,10.5164288,"+39 ",http://www.appenninoreggiano.it/schede_intro.asp?lang=it&a=ospitalita&f=dove-dormire&s=aree-di-sosta-camper&page=1,"2022-11-24 17:32:43","2022-11-24 17:32:43"
35802,aree_sosta_camper,"Area Sosta Camper ",,"Via Fazzano",5,Correggio,,"Reggio nell'Emilia",Emilia,,44.758623,10.7707719,"+39 ",https://www.incampercongusto.it/area-sosta-camper-correggio/,"2022-11-24 17:32:43","2022-12-20 14:27:49"
35803,aree_sosta_camper,"Area Sosta Camper ",,"Via della Chiusa",29,Rubiera,,"Reggio nell'Emilia",Emilia,,44.6510237,10.7869237,"+39 ",https://www.camperonline.it/sosta-camper/aree-di-sosta/italia/emilia-romagna/parcheggio/697,"2022-11-24 17:32:43","2022-12-20 14:25:56"
35804,aree_sosta_camper,"Area Sosta Camper ",,"Via Ugo Foscolo",9,Guastalla,,"Reggio nell'Emilia",Emilia,,44.9237805,10.6522602,"+ 39 0522 839763",uit@comune.guastalla.re.it,https://www.guastallaculturaeturismo.it/servizi/area-sosta-per-caravan-via-foscolo/,"2022-11-24 17:32:43","2022-12-20 14:20:42"
35805,aree_sosta_camper,"Area Sosta Camper ",,"Via Argine",15,Boretto,,"Reggio nell'Emilia",Emilia,,44.9009472,10.5578961,"+ 39 348 8515911",info@riverpassion.it,https://www.riverpassion.it/index.html,"2022-11-24 17:32:43","2022-12-20 14:13:41"
35806,aree_sosta_camper,"Area Sosta Camper ",,"Via Bertolini",13/a,Viano,,"Reggio Emilia",Emilia,42030,44.524363,10.556507,"+39 ",http://www.appenninoreggiano.it/schede_intro.asp?lang=it&a=ospitalita&f=dove-dormire&s=aree-di-sosta-camper&page=1,"2022-11-24 17:32:43","2022-11-24 17:32:43"
35807,aree_sosta_camper," Area sosta camper- Camper club Mutina",,"Strada Collegarola",76/a,Modena,,Modena,Bologna-Modena,41100,44.6135616,10.9439697,"+39 ",https://www.visitmodena.it/it/pianifica-il-viaggio/ospitalita/dove-dormire/aree-di-sosta-camper/modena-area-sosta-camper-camper-club-mutina,"2022-11-24 17:32:43","2023-01-26 13:02:39"
35808,aree_sosta_camper," Area sosta camper",,"Via Cameazzo",6,"Fiorano Modenese",,Modena,Bologna-Modena,41042,44.5414185,10.8271556,"+39 ",https://www.visitmodena.it/it/pianifica-il-viaggio/ospitalita/dove-dormire/aree-di-sosta-camper/fiorano-modenese-area-sosta-camper,"2022-11-24 17:32:44","2023-01-26 13:07:15"
35809,aree_sosta_camper," Area sosta camper service",,"Via Destro Guerro   ",,"Castelvetro di Modena",,Modena,Bologna-Modena,41014,44.506189,10.9473672,"+39 ",https://www.visitmodena.it/it/pianifica-il-viaggio/ospitalita/dove-dormire/aree-di-sosta-camper/castelvetro-di-modena-area-sosta-camper-service,"2022-11-24 17:32:44","2023-01-26 12:05:32"
35810,aree_sosta_camper," Area sosta camper",,"Piazzale delle Piscine ",,Carpi,,Modena,Bologna-Modena,41012,44.7843123,10.8673463,"+39 ",https://www.visitmodena.it/it/pianifica-il-viaggio/ospitalita/dove-dormire/aree-di-sosta-camper/carpi-area-sosta-camper,"2022-11-24 17:32:44","2023-01-27 10:40:26"
35811,aree_sosta_camper," Area sosta camper",,"c/o Agriturismo Casa Carpanelli, Via Oppio",8,Nonantola,,Modena,Bologna-Modena,41015,44.6708374,11.0677027,"+39 ",https://www.visitmodena.it/it/pianifica-il-viaggio/ospitalita/dove-dormire/aree-di-sosta-camper/nonantola-area-sosta-camper,"2022-11-24 17:32:44","2023-01-27 08:16:37"
35812,aree_sosta_camper," Area sosta camper",,"Via Fondo Val Tiepido",,Maranello,,Modena,Bologna-Modena,41053,44.5128601,10.8783942,"+39 ",https://www.visitmodena.it/it/pianifica-il-viaggio/ospitalita/dove-dormire/aree-di-sosta-camper/maranello-area-sosta-camper,"2022-11-24 17:32:44","2023-01-26 12:54:21"
35813,aree_sosta_camper," Area sosta camper",,"Via Cristoforo Colombo",11,"Castelnuovo Rangone",,Modena,Bologna-Modena,41051,44.5784061,10.9078034,"+39 ",https://www.visitmodena.it/it/pianifica-il-viaggio/ospitalita/dove-dormire/aree-di-sosta-camper/castelnuovo-rangone-area-sosta-camper,"2022-11-24 17:32:44","2023-01-27 10:48:26"
35814,aree_sosta_camper,Camperopoli,,"Via Beverara",157,Bologna,,Bologna,Bologna-Modena,40131,44.5245258,11.3320793,"+39 051 6341504",info@camperopoli.it,https://www.camperopoli.it/,"2022-11-24 17:32:44","2022-11-24 17:32:44"
35815,aree_sosta_camper,"CS Comunale ",,"Via Funo",22,"Funo di Argelato",,Bologna,Bologna-Modena,40050,44.60162,11.35939,"+39 051 6634611",https://www.camperonline.it/sosta-camper/aree-di-sosta/italia/emilia-romagna/cs-comunale/374,"2022-11-24 17:32:44","2023-01-31 09:06:25"
35817,aree_sosta_camper,"CS Camperopoli",,"Via Morgobbo","1516 a/b/c","San Pietro in Casale",,Bologna,Bologna-Modena,40018,44.701642,11.429367,"+39 051 810306",https://www.camperonline.it/sosta-camper/aree-di-sosta/italia/emilia-romagna/cs-camperopoli/22406,"2022-11-24 17:32:44","2023-01-31 09:08:45"
35818,aree_sosta_camper,"Camper Service ",,"Via Roma ",,"Calderara di Reno",,Bologna,Bologna-Modena,40012,44.559454,11.269268,"+39 ",https://www.camperonline.it/sosta-camper/aree-di-sosta/italia/emilia-romagna/camper-service-calderara-di-reno/23034,"2022-11-24 17:32:44","2023-01-31 09:09:53"
35819,aree_sosta_camper,"Camper Service ",,"via Marano",1,Castenaso,,Bologna,Bologna-Modena,40055,44.515715,11.468866,"+39 ",https://www.comune.castenaso.bo.it/it-it/servizi/usare-un-mezzo-di-trasporto-c/aree-sosta-camper-387-139-1-d8866f4eb82a59fbbd6e63f6b92539c9,"2022-11-24 17:32:44","2023-01-31 09:12:07"
35820,aree_sosta_camper,"Area Attrezzata ",,"Via Gramicia, 76 ",,Ferrara,,Ferrara,Romagna,44100,44.854065,11.631598,"+39 0532 752396",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:44","2023-01-30 09:49:18"
35821,aree_sosta_camper,"Area Sosta ",,"Via Rampari di San Paolo ",,Ferrara,,Ferrara,Romagna,44100,44.835178,11.610425,"+39 0532 230110",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:44","2023-01-30 09:58:16"
35822,aree_sosta_camper,"Area Attrezzata",,"Vicolo del Faro",39,Goro,,Ferrara,Romagna,44020,44.8182642,12.3511542,"+ 39  0533 995030",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:44","2022-11-24 17:32:44"
35823,aree_sosta_camper,"Area Attrezzata ",,"Via Cesare Laurenti",55,Mesola,,Ferrara,Romagna,44026,44.92325,12.23432,"+39 ",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:44","2022-11-24 17:32:44"
35824,aree_sosta_camper,"Area Sosta Bosco Mesola",,"Via Cristina",84,Mesola,,Ferrara,Romagna,44026,44.876322,12.230447,"+ 39 0533 794386",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:44","2022-11-24 17:32:44"
35825,aree_sosta_camper,"Punto Sosta",,"Ciclabile FE20",,"Riva del Po",,Ferrara,Romagna,44020,44.9566,11.75691,"+39 ",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:44","2022-11-24 17:32:44"
35826,aree_sosta_camper,"Area Attrezzata ",,"Via Michelangelo",,Copparo,,Ferrara,Romagna,44034,44.891642,11.812727,"+39 ",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:44","2022-11-24 17:32:44"
35827,aree_sosta_camper,"Camper service via Galassi ",,"Via Giuseppe Galassi",,Argenta,,Ferrara,Romagna,44011,44.61191,11.840215,"+39 ",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35828,aree_sosta_camper,"Nuova Area sosta camper Bosco Vecchio",,"V. Poderi, sulla S.S. 16 ""Adriatica"" in direzione Ravenna. ",,Argenta,,Ferrara,Romagna,44011,44.630163,11.811207,"+39 0532 330276",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35829,aree_sosta_camper,"Sosta camper presso il Museo delle Valli di Argenta",,"Via Cardinala",1,Argenta,,Ferrara,Romagna,44011,44.6160136,11.8267309,"+ 39 0532 808035",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35830,aree_sosta_camper,"Anse Vallive ",,"Via Argine Mezzano",1,Ostellato,,Ferrara,Romagna,44020,44.743137,11.967459,"+39 ",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35831,aree_sosta_camper,"Area Camper ",,"Via dello Sport",,Tresignana,,Ferrara,Romagna,44039,44.816097,11.899969,"+39 ",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35832,aree_sosta_camper,"Area sosta camper e camper service",,"Via Mazzini ",,Portomaggiore,,Ferrara,Romagna,44015,44.697156,11.809241,"+39 ",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35833,aree_sosta_camper,"Area Sosta ",,"Piazza Pertini/Via Forti",6,Fiscaglia,,Ferrara,Romagna,44027,44.772346,11.934167,"+39 ",https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35834,aree_sosta_camper,"Area di sosta camper ""Ariaperta""",,"Via delle Nazioni",39,Comacchio,,Ferrara,Romagna,44022,44.7258621,12.2250741,"+ 39 334 2680986",info@ariaapertasostacamper.it,https://www.ferraraterraeacqua.it/it/servizi-e-fiere/aree-sosta-camper-campeggi-e-camper-service,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35835,aree_sosta_camper,"Area Sosta Teodorico",,"Via Teodorico",,Ravenna,,Ravenna,Romagna,,44.4236694,12.2099242,"+39 0544 451539",http://www.turismo.ra.it/ita/Ospitalit%C3%A0/Dove-dormire/Dettaglio/215/Teodorico,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35836,aree_sosta_camper,"Area Sosta Camper - Ancora Blu",,"Via Giuseppe Guizzetti, 10",,Ravenna,,Ravenna,Romagna,,44.4955612,12.2766684,"+39 0544 446398",portocorsini.camper@gmail.com,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35837,aree_sosta_camper,"Area Sosta  Piazza della Resistenza",,"Piazza della Resistenza",,Ravenna,,Ravenna,Romagna,,44.4144383,12.1888993,"+39 0544 35755",http://www.turismo.ra.it/ita/Ospitalit%C3%A0/Dove-dormire/Dettaglio/218/Piazza-della-Resistenza,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35838,aree_sosta_camper,"Area Sosta  Piazza Fratelli Minardi",,"Piazza Fratelli Minardi",,Ravenna,,Ravenna,Romagna,,44.4170317,12.2040764,"+39 0544 451539",http://www.turismo.ra.it/ita/Ospitalit%C3%A0/Dove-dormire/Dettaglio/734/Piazza-Fratelli-Minardi,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35839,aree_sosta_camper,"Area Sosta  Classe",,"Piazzale Ravaioli Guerrino",,Ravenna,,Ravenna,Romagna,,44.3781636,12.2356708,"+39 0544 473661",http://www.turismo.ra.it/ita/Ospitalit%C3%A0/Dove-dormire/Dettaglio/217/Classe,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35840,aree_sosta_camper,"Area Sosta Camper - Lido di Dante",,"Via Marabina",,Ravenna,,Ravenna,Romagna,,44.3882474,12.3150492,"+ 39 331 4199892","2022-11-24 17:32:45","2022-11-24 17:32:45"
35841,aree_sosta_camper,"Area Sosta  Sant'Alberto",,"Piazza Tempioni",,Ravenna,,Ravenna,Romagna,,44.5431383,12.1544286,"+39 0544 528710",http://www.turismo.ra.it/ita/Ospitalit%C3%A0/Dove-dormire/Dettaglio/219/Sant%27Alberto,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35842,aree_sosta_camper,"Area Sosta  Eurolandia",,"Via Romea Sud",,Ravenna,,Ravenna,Romagna,,44.3643897,12.2511755,"+39 371 1353617",http://www.turismo.ra.it/ita/Ospitalit%C3%A0/Dove-dormire/Dettaglio/735/Eurolandia,"2022-11-24 17:32:45","2023-01-27 09:57:23"
35843,aree_sosta_camper,"Area Sosta Camper - Casalborsetti",,"Via S. Ortolani",15,Ravenna,,Ravenna,Romagna,,44.550078,12.2800243,"+39 333 8890026",http://casalborsetti.eu/portfolio/area-camper/,"2022-11-24 17:32:45","2022-11-24 17:32:45"
35844,aree_sosta_camper,"Area Lido di Savio",,"Piazza Forlimpopoli",,Ravenna,,Ravenna,Romagna,,44.3094068,12.3431673,"+ 39 339 8215170",http://www.turismo.ra.it/ita/Ospitalit%C3%A0/Dove-dormire/Dettaglio/682/Area-Lido-di-Savio,"2022-11-24 17:32:46","2022-11-24 17:32:46"
35845,aree_sosta_camper,"Area attrezzata Agriturismo Massari",,"Via Coronella",110,Conselice,,Ravenna,Romagna,,44.5312624,11.8183167,"+39 0545 980013",https://www.bassaromagnamia.it/poitofintrests/area-di-sosta-conselice/,"2022-11-24 17:32:46","2023-01-27 11:04:20"
35846,aree_sosta_camper,"Parcheggio Camper",,"Piazza Padre Bernardo Menni",,Conselice,,Ravenna,Romagna,48017,44.509005,11.824929,"+39 0545 280898",https://www.bassaromagnamia.it/poitofintrests/area-di-sosta-conselice/,"2022-11-24 17:32:46","2023-01-27 10:23:52"
35847,aree_sosta_camper,"Camper Service",,"Via G. Amendola",,Conselice,,Ravenna,Romagna,,44.508617,11.834323,"+39 0545 280898",turismo@unione.labassaromagna.it,https://www.bassaromagnamia.it/en/poitofintrests/camper-parking-spot-conselice/,"2022-11-24 17:32:46","2023-02-20 15:48:06"
