id,code,name,info,classification,category,location_address,location_number,location_city,location_localita,location_province,location_destination,location_cap,location_lat,location_lng,contacts_website,contacts_phone,contacts_email,created_at,updated_at
21,dove_dormire,"ALBERGO IL POGGIOLO",,"2 Stelle",Albergo,"Località Poggiolo 118",,Coli,Poggiolo,Piacenza,Emilia,,44.7481,9.4197,http://www.albergopoggiolo.it/,"0523 931063",info@albergopoggiolo.it,"2022-05-06 00:40:03","2022-06-30 00:40:03"
22,dove_dormire,"HOTEL LA TAVOLA ROTONDA",,"3 Stelle",Albergo,"Via Piacenza, 35",,Cortemaggiore,"Chiavenna Landi",Piacenza,Emilia,,45.0092,9.8698,https://www.latavolarotonda.info/,"0523 836884",info@latavolarotonda.info,"2021-12-22 00:40:03","2022-06-30 00:40:03"
23,dove_dormire,"ALBERGO CENTRALE",,"1 Stella",Albergo,"Viale Europa, 96",,Farini,Groppallo,Piacenza,Emilia,,44.6952,9.5969,http://www.fratellisalini.it,"0523 916104",info@fratellisalini.it,"2022-04-26 00:40:03","2022-06-30 00:40:03"
24,dove_dormire,"ALBERGO DELMOLINO",,"1 Stella",Albergo,"Viale Europa, 128",,Farini,Groppallo,Piacenza,Emilia,,44.6961,9.6005,http://www.losmeraldoristorante.it,"0523 916108",info@losmeraldoristorante.it,"2022-05-25 00:40:03","2022-06-30 00:40:03"
25,dove_dormire,"ALBERGO ITALIA",,"1 Stella",Albergo,"Via Europa, 84",,Farini,Groppallo,Piacenza,Emilia,,44.6956,9.5988,https://albergoristoranteitalia.pc.it/,"0523 916119",info@albergoristoranteitalia.pc.it,"2021-12-22 00:40:03","2022-06-30 00:40:03"
26,dove_dormire,"ALBERGO DEI CACCIATORI",,"1 Stella",Albergo,"Località Mareto",,Farini,Mareto,Piacenza,Emilia,,44.7018,9.5047,http://www.albergodeicacciatori.it/,"0523 915131",a.cutildamorandi@gmail.com,"2022-02-28 00:40:03","2022-06-30 00:40:03"
27,dove_dormire,"B&B LE MARGHERITE",,"Bed & Breakfast","Bed & Breakfast","Località Nicelli 88",,Farini,Nicelli,Piacenza,Emilia,,44.6948,9.4979,http://www.bnblemargherite.it/,"335 455039",margret.metz@libero.it,"2022-03-08 00:40:03","2022-06-30 00:40:03"
28,dove_dormire,"RIFUGIO GAEP ""VINCENZO STOTO""",,"Non definito","Rifugi alpini","Passo Crocilia - Vecchia Dogana 1",,Ferriere,Selva,Piacenza,Emilia,,44.5856,9.4699,https://www.gaep.it/index.html,"0523 929300",gaep@gaep.it,"2021-12-21 00:40:03","2022-06-30 00:40:03"
29,dove_dormire,"ALBERGO DIFFUSO CASA DELLE FAVOLE",,"3 Stelle",Albergo,"Località Perotti",,Ferriere,Perotti,Piacenza,Emilia,,44.6546,9.5302,http://www.casadellefavole.com/,"0523 922849",info@casadellefavole.com,"2020-07-31 00:40:03","2022-06-30 00:40:03"
30,dove_dormire,"AGRITURISMO MASCUDIERA",,"Non definito",Agriturismo,"LOC. MASCUDIERA",,"Fiorenzuola d'Arda",Baselicaduce,Piacenza,Emilia,,44.9258,9.9521,http://www.mascudiera.com,"344 1328408",info@mascudiera.com,"2021-02-17 00:40:03","2022-06-30 00:40:03"
31,dove_dormire,"AGRITURISMO ARTE CONTADINA",,"Non definito",Agriturismo,"Loc. Battibue, 278/A",,"Fiorenzuola d'Arda",Baselicaduce,Piacenza,Emilia,,44.9283,9.9287,http://www.artecontadina.it/,"0523 248399",info@artecontadina.it,"2021-09-01 00:40:03","2022-06-30 00:40:03"
32,dove_dormire,"AGRITURISMO BATTIBUE",,"4 Girasoli",Agriturismo,"Via Battibue, 278",,"Fiorenzuola d'Arda",Baselicaduce,Piacenza,Emilia,,44.9284,9.9291,https://www.battibue.it/,"0523 942314",info@battibue.it,"2020-08-12 00:40:03","2022-06-30 00:40:03"
33,dove_dormire,"AGRITURISMO LA TERZOLA 3.0",,"3 Girasoli",Agriturismo,"Cascina Terzola",,"Fiorenzuola d'Arda","San Protaso",Piacenza,Emilia,,44.9312,9.8922,,"393 5625925",agricolaterzola@gmail.com,"2020-07-23 00:40:03","2022-06-30 00:40:03"
34,dove_dormire,"AGRITURISMO CROARA VECCHIA",,"4 Girasoli",Agriturismo,"Località Croara Vecchia 6",,Gazzola,Rivalta,Piacenza,Emilia,,44.9336,9.5907,https://www.croaravecchia.it/it/,"0523 977153",info@croaravecchia.it,"2021-03-16 00:40:03","2022-06-30 00:40:03"
35,dove_dormire,"HOTEL RESIDENZA TORRE DI SAN MARTINO",,"3 Stelle",Albergo,"Borgo di Rivalta 21",,Gazzola,Rivalta,Piacenza,Emilia,,44.9495,9.5904,https://www.castellodirivalta.it/hotel-torre-di-san-martino,"0523 972002",info@castellodirivalta.it,"2022-03-31 00:40:03","2022-06-30 00:40:03"
36,dove_dormire,"B&B MONPOUPON",,"Bed & Breakfast","Bed & Breakfast","Strada Provinciale 19",,Gropparello,Groppovisdomo,Piacenza,Emilia,,44.7897,9.6972,https://www.monpoupon.it/,"0523 857411",info@monpoupon.it,"2020-08-19 00:40:03","2022-06-30 00:40:03"
37,dove_dormire,"ALBERGO BRIGHELLA",,"1 Stella",Albergo,"Strada Provinciale",,Gropparello,Sariano,Piacenza,Emilia,,44.8615,9.7487,,"0523 858134",locandabrighella@gmail.com,"2022-02-28 00:40:03","2022-06-30 00:40:03"
38,dove_dormire,"AFFITTACAMERE IL COLOMBARONE",,"Non definito",Affittacamere,"LOC BREVE",,"Lugagnano Val d'Arda",Rustigazzo,Piacenza,Emilia,,44.783,9.7339,http://www.ilcolombarone.it/Home/Home.html,"389 0794551",info@ilcolombarone.it,"2022-05-24 00:40:03","2022-06-30 00:40:03"
39,dove_dormire,"MOTEL 70",,"3 Stelle",Albergo,"Via Granelli, 75",,"Monticelli d'Ongina","San Nazzaro",Piacenza,Emilia,,45.0779,9.8982,http://www.motel70.it/,"0523 820175",info@motel70.it,"2020-05-18 00:40:03","2022-06-30 00:40:03"
40,dove_dormire,"B&B LA CASINA DEL SOLE",,"Bed & Breakfast","Bed & Breakfast","Via Gruppo  Mantova, 10",,"Monticelli d'Ongina","San Nazzaro",Piacenza,Emilia,,45.0753,9.8945,http://bblacasinadelsole.it/,"338 3994270",info@bblacasinadelsole.it,"2022-02-10 00:40:03","2022-06-30 00:40:03"
41,dove_dormire,"AGRITURISMO LA FINESTRA SUL PO",,"Non definito",Agriturismo,"Via Argine San Giorgio, 12",,"Monticelli d'Ongina","San Nazzaro",Piacenza,Emilia,,45.0759,9.8928,http://www.lafinestrasulpo.it/,"0523 1730922",info@lafinestrasulpo.it,"2020-04-29 00:40:03","2022-06-30 00:40:03"
42,dove_dormire,"AGRITURISMO CÀ BACCHETTA",,"4 Girasoli",Agriturismo,"Loc. San Michele",,Morfasso,"San Michele",Piacenza,Emilia,,44.7645,9.6948,,"0523 908288",cabacchetta@hotmail.it,"2022-06-10 00:40:03","2022-06-30 00:40:03"
43,dove_dormire,"HOTEL RAPACIOLI",,"2 Stelle",Albergo,"Via Provinciale, 66",,Morfasso,"San Michele",Piacenza,Emilia,,0,0,,"0523 908204",lucianarapacioli@yahoo.it,"2020-12-17 00:40:03","2022-06-30 00:40:03"
44,dove_dormire,"B&B MARIAROSA",,"Bed & Breakfast","Bed & Breakfast","VIA GALILEO GALILEI",,Piacenza,Pittolo,Piacenza,Emilia,,45.0127,9.6669,,"0523 380173",garos16@libero.it,"2020-08-19 00:40:03","2022-06-30 00:40:03"
45,dove_dormire,"GRAND PARK HOTEL MOTEL",,"4 Stelle",Albergo,"Via Caorsana, 161",,Piacenza,"Croce Grossa",Piacenza,Emilia,,45.0387,9.7707,https://www.grandpark.it/,"0523 511210",info@grandpark.it,"2020-12-18 00:40:03","2022-06-30 00:40:03"
46,dove_dormire,"LOCANDA CACCIATORI",,"2 Stelle",Albergo,"Località Mistadello 2",,"Ponte dell'Olio",Castione,Piacenza,Emilia,,44.8563,9.6618,http://www.locandacacciatori.com/,"0523 875105",info@locandacacciatori.com,"2020-12-18 00:40:03","2022-06-30 00:40:03"
47,dove_dormire,"AGRITURISMO CASA NUOVA",,"4 Girasoli",Agriturismo,"VIA CASA NUOVA 31",,Rivergaro,Niviano,Piacenza,Emilia,,44.9341,9.637,https://www.casanuovaniviano.com/,"0523 957436",carlo.pontini58@gmail.com,"2021-06-19 00:40:03","2022-06-30 00:40:03"
48,dove_dormire,"B&B IN VILLA",,"Bed & Breakfast","Bed & Breakfast","Via Agazzano n. 80",,Rottofreno,"San Nicolò",Piacenza,Emilia,,45.0505,9.6071,,"0523 769546",bebinvilla@gmail.com,"2020-08-10 00:40:03","2022-06-30 00:40:03"
49,dove_dormire,"AGRITURISMO CA' PREDA",,"4 Girasoli",Agriturismo,"LOC CASCINOTTA 10",,"San Giorgio Piacentino",Rizzolo,Piacenza,Emilia,,0,0,http://www.agriturismocapreda.it/,"347 2205727",info@agriturismocapreda.it,"2022-04-13 00:40:03","2022-06-30 00:40:03"
50,dove_dormire,"NUOVA PENSIONE SAN GIUSEPPE",,"2 Stelle",Albergo,"Via del Pozzone, 3",,"San Giorgio Piacentino","San Damiano",Piacenza,Emilia,,44.915,9.7081,http://npsg.it/,"0523 530143",info@npsg.it,"2020-08-20 00:40:03","2022-06-30 00:40:03"
51,dove_dormire,"ALBERGO BETTINA",,"1 Stella",Albergo,"Via Colombarone, 1",,"San Giorgio Piacentino","San Damiano",Piacenza,Emilia,,44.918,9.705,,"0523 530175",,"2021-11-02 00:40:03","2022-06-30 00:40:03"
52,dove_dormire,"RESIDENZA D'EPOCA ALLA CORTE DEI CONTI SCOTTI",,"Non definito",Affittacamere,"Via Libertà 1",,Vernasca,Vigoleno,Piacenza,Emilia,,44.8164,9.9001,https://castellodivigoleno.com/,"0523 895390",info@castellodivigoleno.com,"2021-12-21 00:40:03","2022-06-30 00:40:03"
53,dove_dormire,"RESIDENZA D'EPOCA  CASTELLO DI VIGOLENO - ALLA CORTE DEI CONTI SCOTTI",,"Non definito",Affittacamere,"Piazza IV Novembre 2",,Vernasca,Vigoleno,Piacenza,Emilia,,44.8164,9.9001,https://castellodivigoleno.com/,"0523 895513",info@castellodivigoleno.com,"2020-09-23 00:40:03","2022-06-30 00:40:03"
54,dove_dormire,"AGRITURISMO CASA DELL'ABBONDANZA",,"4 Girasoli",Agriturismo,"PODERE FORNASARI DI SOPRA",,Vernasca,Vigoleno,Piacenza,Emilia,,44.8201,9.8858,https://casadellabbondanza.wixsite.com/agriturismo,"327 7370192",casadellabbondanza@gmail.com,"2021-12-21 00:40:03","2022-06-30 00:40:03"
55,dove_dormire,"B&B IL BIVACCO",,"Bed & Breakfast","Bed & Breakfast","Via Gandolfi 10",,Vernasca,Vigoleno,Piacenza,Emilia,,44.8185,9.8514,,"0523 802045",chemellogiantonio@gmail.com,"2022-02-27 00:40:03","2022-06-30 00:40:03"
56,dove_dormire,"AGRITURISMO RONCO DELLE ROSE",,"Non definito",Agriturismo,"Località Casa Gatti, 63",,Vigolzone,Carmiano,Piacenza,Emilia,,44.8613,9.6136,http://www.roncodellerose.it/,"0523 877267",info@roncodellerose.it,"2022-02-28 00:40:03","2022-06-30 00:40:03"
57,dove_dormire,"B&B CASCINA AGUZZAFAME",,"Bed & Breakfast","Bed & Breakfast","Piani di Mansano, 1",,Vigolzone,Carmiano,Piacenza,Emilia,,44.8603,9.5948,http://www.aguzzafame.com/index.html,"0523 878765",babypusca@hotmail.com,"2022-02-27 00:40:03","2022-06-30 00:40:03"
58,dove_dormire,"AFFITTACAMERE GRAZZANO ANTICA STAZIONE",,"Non definito",Affittacamere,"VIA STAZIONE 1",,Vigolzone,"Grazzano Visconti",Piacenza,Emilia,,0,0,https://www.grazzanoanticastazione.it/hotel.html,"331 1105981",info@grazzanoanticastazione.it,"2022-03-01 00:40:03","2022-06-30 00:40:03"
59,dove_dormire,"R&B SENZA TEMPO",,"Non definito",Affittacamere,"Via Cantone 13",,Vigolzone,"Grazzano Visconti",Piacenza,Emilia,,44.9353,9.6756,https://www.senzatempo-rb.com/,"320 2789442",rbsenzatempo@gmail.com,"2022-03-18 00:40:03","2022-06-30 00:40:03"
60,dove_dormire,"LA LOCANDA",,"Non definito",Affittacamere,"VIA CARLA ERBA 4",,Vigolzone,"Grazzano Visconti",Piacenza,Emilia,,0,0,,"0523 693834",booking@locandagrazzano.it,"2021-12-17 00:40:03","2022-06-30 00:40:03"
61,dove_dormire,"B&B LA CORTE",,"Bed & Breakfast","Bed & Breakfast","STRADA DEL CANTONE 19",,Vigolzone,"Grazzano Visconti",Piacenza,Emilia,,0,0,http://www.bedandbreakfastgrazzanovisconti.com/,"327 0519387",paolacampelli@alice.it,"2021-11-10 00:40:03","2022-06-30 00:40:03"
62,dove_dormire,"LA LOCANDA DI GRAZZANO VISCONTI",,"Non definito",Affittacamere,"PIAZZA GIAN GALEAZZO VISCONTI 5",,Vigolzone,"Grazzano Visconti",Piacenza,Emilia,,0,0,,"0523 693834",booking@locandagrazzano.it,"2022-05-26 00:40:03","2022-06-30 00:40:03"
63,dove_dormire,"B&B LA RESIDENZA PIACENTINA",,"Bed & Breakfast","Bed & Breakfast","VIA GENOVA 32",,Vigolzone,Villò,Piacenza,Emilia,,0,0,http://www.laresidenzapiacentina.it/,"339 6249761",laresidenzapiacentina@gmail.com,"2022-01-17 00:40:03","2022-06-30 00:40:03"
64,dove_dormire,"LOCANDA RISTORO DI CHIULANO",,"Non definito",Affittacamere,"Loc. Chiulano",,Vigolzone,Chiulano,Piacenza,Emilia,,44.846,9.5836,,"0523 878811",ristorantechiulano@gmail.com,"2021-05-14 00:40:03","2022-06-30 00:40:03"
65,dove_dormire,"B&B OASIS OF BIKES",,"Bed & Breakfast","Bed & Breakfast","Via Fabbrica, 17",,"Villanova sull'Arda",Soarza,Piacenza,Emilia,,45.0423,10.0164,,"340 8984747",beboasisofbikes@tiscali.it,"2020-06-26 00:40:03","2022-06-30 00:40:03"
66,dove_dormire,"ALBERGO BELVEDERE",,"1 Stella",Albergo,"Località Pey",,Zerba,Pey,Piacenza,Emilia,,44.6788,9.2192,,"0523 935106",dorotea.degliantoni@yahoo.it,"2021-12-22 00:40:03","2022-06-30 00:40:03"
67,dove_dormire,"ALBERGO CAPANNETTE DI PEI",,"2 Stelle",Albergo,"Località Capannette di Pey, 26",,Zerba,Pey,Piacenza,Emilia,,44.68,9.2052,https://www.capannettedipei.it/,"0523 935129",capannette@libero.it,"2022-01-10 00:40:03","2022-06-30 00:40:03"
68,dove_dormire,"CASA PER FERIE CENTRO DI VITA LA VITE E I TRALCI",,"Non definito","Case per ferie","Loc. Albareto n. 18",,"Ziano Piacentino",Albareto,Piacenza,Emilia,,44.9787,9.4075,http://www.laviteeitralci.it/,"0523 860047",cenvitralci@libero.it,"2020-08-17 00:40:03","2022-06-30 00:40:03"
69,dove_dormire,"AGRITURISMO CASA GALLI",,"4 Girasoli",Agriturismo,"Località Casa Galli 69",,"Ziano Piacentino",Albareto,Piacenza,Emilia,,44.9771,9.409,http://www.agriturismocasagalli.com/it/,"0523 860180",agriturismocasagalli@gmail.com,"2022-04-07 00:40:03","2022-06-30 00:40:03"
70,dove_dormire,"B&B CUCUTI",,"Bed & Breakfast","Bed & Breakfast","Casa Pallaroni, 10",,"Ziano Piacentino",Vicobarone,Piacenza,Emilia,,44.9978,9.359,https://www.cucuti.it/,"0523 1798029",info@cucuti.it,"2022-04-07 00:40:03","2022-06-30 00:40:03"
71,dove_dormire,"HOTEL DELLE ROSE",,"4 Stelle",Albergo,"Via Montepelato Nord, 4",,Montechiarugolo,"Monticelli Terme",Parma,Emilia,,44.7296,10.3976,www.rosehotel.it,"0521 657425",info@rosehotel.it,"2022-02-10 00:40:03","2022-06-30 00:40:03"
72,dove_dormire,"IL TEMPO RITROVATO",,"5 Girasoli",Agriturismo,"Via San Geminiano, 11/C",,Montechiarugolo,"Monticelli Terme",Parma,Emilia,,44.731,10.4121,www.agriturismoiltemporitrovato.it,"0521 658608",info@agriturismosangeminiano.it,"2022-05-05 00:40:03","2022-06-30 00:40:03"
73,dove_dormire,"HOTEL LA QUIETE",,"3 Stelle",Albergo,"Via Montepelato Nord, 2",,Montechiarugolo,"Monticelli Terme",Parma,Emilia,,44.7286,10.3962,www.termedimonticelli.it,"0521 658526",info@hoteldelleterme.it,"2022-02-10 00:40:03","2022-06-30 00:40:03"
74,dove_dormire,"IL RAMPICANTE",,"3 Stelle","Residenze Turistico Alberghiere(R.T.A.)","Via Montepelato Nord, 5",,Montechiarugolo,"Monticelli Terme",Parma,Emilia,,44.7285,10.397,http://www.ilrampicante.it/,"0521 658230",info@ilrampicante.it,"2022-02-25 00:40:03","2022-06-30 00:40:03"
75,dove_dormire,"AGRITURISMO VERDENOCE",,"4 Girasoli",Agriturismo,"VIA G.B. VENTURI 9",,Albinea,ALBINEA,"Reggio nell'Emilia",Emilia,,44.6238,10.6475,www.verdenoce.com,"0522 591184",info@verdenoce.com,"2020-07-04 00:40:03","2022-06-30 00:40:03"
76,dove_dormire,"HOTEL PARCO FOLA",,"3 Stelle",Albergo,"VIA GARIBALDI, 17",,Albinea,ALBINEA,"Reggio nell'Emilia",Emilia,,0,0,http://www.hotelparcofola.it,"0522 1533062",info@hotelparcofola.it,"2022-05-26 00:40:03","2022-06-30 00:40:03"
77,dove_dormire,"AGRITURISMO BELLAROSA",,"4 Girasoli",Agriturismo,"VIA RONCOSANO, 11 LOC. BELLAROSA",,Albinea,ALBINEA,"Reggio nell'Emilia",Emilia,,0,0,,"335 5606666",bellarosabio4@gmail.com,"2020-05-19 00:40:03","2022-06-30 00:40:03"
78,dove_dormire,"B&B DES ARTISTES",,"Bed & Breakfast","Bed & Breakfast","via E. Zacconi, 19",,Albinea,BORZANO,"Reggio nell'Emilia",Emilia,,0,0,,"0522 526815",,"2022-04-27 00:40:03","2022-06-30 00:40:03"
79,dove_dormire,"CA' CAPRARI",,"Bed & Breakfast","Bed & Breakfast","VIA ORSI, 24",,Albinea,BORZANO,"Reggio nell'Emilia",Emilia,,0,0,,3663282233,CACAPRARIBEB@GMAIL.COM,"2022-04-28 00:40:03","2022-06-30 00:40:03"
80,dove_dormire,"B&B ROSATI",,"Bed & Breakfast","Bed & Breakfast","VIA FILIPPO RE, 1",,Albinea,MONTERICCO,"Reggio nell'Emilia",Emilia,,0,0,,"333 4803408",bed.rosati@libero.it,"2022-06-30 00:40:03","2022-06-30 00:40:03"
81,dove_dormire,"HOTEL LE ROTTE",,"3 Stelle",Albergo,"VIA PROVINCIALE SUD, 9",,"Bagnolo in Piano","Bagnolo in Piano","Reggio nell'Emilia",Emilia,,44.7558,10.6676,,"0522 953317",info@lerotte.it,"2020-05-22 00:40:03","2022-06-30 00:40:03"
82,dove_dormire,"B&B LA VIA DELLA SETA",,"Bed & Breakfast","Bed & Breakfast","VIA SALVI, 30",,"Bagnolo in Piano","Bagnolo in Piano","Reggio nell'Emilia",Emilia,,0,0,www.laviadellaseta.eu,"0522 954426",info@laviadellaseta.eu,"2021-04-21 00:40:03","2022-06-30 00:40:03"
83,dove_dormire,"SILVER RESIDENCE HOTEL",,"3 Stelle","Residenze Turistico Alberghiere(R.T.A.)","VIA OLIMPIA, 1/R",,"Bagnolo in Piano","Bagnolo in Piano","Reggio nell'Emilia",Emilia,,0,0,,"0522 953780",silverhotelresidence@gmail.com,"2020-04-28 00:40:03","2022-06-30 00:40:03"
84,dove_dormire,"AGRITURISMO SOLE LUNA",,"3 Girasoli",Agriturismo,"VIA COSTA BASSA 3, Loc. San Cassiano",,Baiso,Baiso,"Reggio nell'Emilia",Emilia,,0,0,www.solelunaagriturismo.it,"348 2521645",soleluna.aziendagricola@gmail.com,"2021-09-24 00:40:03","2022-06-30 00:40:03"
85,dove_dormire,"B&B CASTELLO SAN ROMANO",,"Bed & Breakfast","Bed & Breakfast","VIA CASTELLO DI SAN ROMANO, 3",,Baiso,Baiso,"Reggio nell'Emilia",Emilia,,0,0,www.bnb-castellosanromano.it,"348 7136511",maselor@gmail.com,"2022-06-30 00:40:03","2022-06-30 00:40:03"
86,dove_dormire,"ALBERGO MONTELUSINO",,"1 Stella",Albergo,"VIA MONTELUCINO, 3",,Baiso,Baiso,"Reggio nell'Emilia",Emilia,,0,0,,"0522 843678",stefib_1973@libero.it,"2021-09-23 00:40:03","2022-06-30 00:40:03"
87,dove_dormire,"AGRITURISMO LA BORGACCIA",,"5 Girasoli",Agriturismo,"VIA CA' D'ORIO, 4",,Baiso,Baiso,"Reggio nell'Emilia",Emilia,,0,0,www.laborgaccia.it,"0522 843667",laborgaccia@gmail.com,"2021-05-10 00:40:03","2022-06-30 00:40:03"
88,dove_dormire,"R&B CORTE BEBBI",,"Non definito",Affittacamere,"VIA LAZZARO SPALLANZANI, 119",,Bibbiano,Barco,"Reggio nell'Emilia",Emilia,,44.689,10.4929,http://www.cortebebbi.it/,"348 5606 321",prenotazioni@cortebebbi.it,"2020-06-16 00:40:03","2022-06-30 00:40:03"
89,dove_dormire,"AGRITURISMO CORTE BEBBI",,"3 Girasoli",Agriturismo,"VIA LAZZARO SPALLANZANI, 119",,Bibbiano,Barco,"Reggio nell'Emilia",Emilia,,44.689,10.4929,www.cortebebbi.it,"0522 243056",b.tirelliprampolini@gmail.com,"2021-05-24 00:40:03","2022-06-30 00:40:03"
