id;code;name;info;location_address;location_number;location_city;location_localita;location_province;location_destination;location_cap;location_lat;location_lng;contacts_website;contacts_phone;contacts_email;created_at;updated_at
5645;golf;"Golf Club Bologna ";Ristorante;"Via Alfonso Sabattini, 69";;"Monte San Pietro";"Chiesa Nuova";Bologna;"Destinazione Bologna e Modena";40050;44.50195;11.16359;https://golfclubbologna.it/;;info@golfclubbologna.it;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5646;golf;"Casalunga Golf & Resort ";"Piscina, Albergo, Ristorante";"Via Cà Belfiore, 8";;Castenaso;;Bologna;"Destinazione Bologna e Modena";40055;44.49356;11.46042;http://www.casalungaresort.it/;;info@casalungaresort.it;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5647;golf;"Golf Club Monteveglio ";;"Via Barlete, 52";;Valsamoggia;Monteveglio;Bologna;"Destinazione Bologna e Modena";40050;44.44434;11.08588;http://www.golfclubmonteveglio.it/wordpress/;;info@golfclubmonteveglio.it;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5648;golf;"Golf Club Le Fonti ";Ristorante;"Viale Terme, 1800";;"Castel San Pietro Terme";;Bologna;"Destinazione Bologna e Modena";40024;44.3805;11.58362;https://www.golfclublefonti.it/;;info@golfclublefonti.it;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5649;golf;"Golf Club Molino del Pero ";;"Via Molino Del Pero 323";;Monzuno;;Bologna;"Destinazione Bologna e Modena";40036;44.27045;11.2898;http://www.golfmolinodelpero.it/italian/index.php;;info@golfmolinodelpero.it;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5650;golf;"Argenta Golf Club ";Ristorante;"via Poderi, 2/a";;Argenta;;Ferrara;"Destinazione Romagna";44011;44.63179;11.80702;https://www.argentagolf.it/;;segreteria@argentagolf.it;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5651;golf;"Golf Club A. Fava Cento ";;"via dei Tigli, 4";;Cento;;Ferrara;"Destinazione Romagna";44042;44.71514;11.28056;http://www.golfcento.com;;info@golfcento.com;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5652;golf;"Cus Ferrara Golf ";;"via Gramicia, 41";;Ferrara;;Ferrara;"Destinazione Romagna";44100;44.85332;11.6293;http://www.cusferraragolf.it/;;golf@unife.it;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5653;golf;"Golf Club Ca’ Laura ";Agriturismo;"Via Cristina, 70";;Mesola;"Bosco Mesola";Ferrara;"Destinazione Romagna";44020;44.86996;12.23998;http://www.calauragolf.it/;;info@calaura.it;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5654;golf;"Adriatic Golf Club Cervia ";;"Viale J. Gora, 6";;Cervia;"Milano Marittima";Ravenna;"Destinazione Romagna";48015;44.27968;12.33618;http://www.golfcervia.com/it/;;info@golfcervia.com;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5655;golf;"Riolo Golf Club La Torre ";;"Via Limisano, 10";;"Riolo Terme";;Ravenna;"Destinazione Romagna";48025;44.26432;11.72896;http://www.golfclubriolo.it/;;info@golfclubriolo.it;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5656;golf;"Le Cicogne Golf Club Faenza";;"Via S. Orsola, 10 a";;Faenza;;Ravenna;"Destinazione Romagna";48018;44.29037;11.85389;http://www.faenzagolf.com/;;info@faenzagolf.com;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5657;golf;"I Fiordalisi Golf Forlì-Cesena";Ristorante;"Via Maglianella 11/b";;Forlì;Magliano;Forli-Cesena;"Destinazione Romagna";47121;44.17079;12.08593;https://www.emiliaromagnagolf.com/it/golfclub/golf-club-i-fiordalisi.html;;info@golfclubifiordalisi.com;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5658;golf;"Rimini-Verucchio Golf Club ";Albergo;"Via Molino Bianco, 109";;Verucchio;"Villa Verucchio";Rimini;"Destinazione Romagna";47827;44.01776;12.42365;https://www.riminiverucchiogolf.com/;;info@riminiverucchiogolf.com;"2020-12-29 15:28:43";"2020-12-31 07:55:15"
5659;golf;"Riviera Golf Resort ";"Ristorante, SPA, Wedding, Congressi";"Via Conca Nuova, 1236";;"San Giovanni Marignano";;Rimini;"Destinazione Romagna";47842;43.9496;12.6895;https://www.rivieragolfresort.com/;;info@rivieragolfresort.com;"2020-12-29 15:28:43";"2020-12-29 15:28:43"
